ที่,ประเภท อปท.,ชื่อ,ตำบล,อำเภอ,จังหวัด,ป่าสงวนฯ,ปีที่ถ่ายโอนภารกิจ,พื้นที่รับผิดชอบ,ชื่อหน่วยงาน,lat,long,พื้นที่เสี่ยง,บันทึกกรมป่าไม้,บันทึกกรมอุทยาน,แผนที่
74,องค์การบริหารส่วนตำบล,หนองฝ้าย,หนองฝ้าย,เลาขวัญ,กาญจนบุรี,"22,420.54",2554,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลหนองฝ้าย,14.67881105,99.63821408,55,https://drive.google.com/file/d/1LimiGDFKbODvNJL2fKiKO6XPyR1CyXCc/view?usp=drive_link,,
75,องค์การบริหารส่วนตำบล,หนองโสน,หนองโสน,เลาขวัญ,กาญจนบุรี,297.35,2554,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลหนองโสน,14.64649645,99.7370524,0,https://drive.google.com/file/d/1XRXsixODYl1OYNoqe6aMQ3-oVYdF7SEA/view?usp=drive_link,,
76,เทศบาลตำบล,เขาโจด,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,"398,217.00",2567,สจป.10 ราชบุรี,เทศบาลตำบลเขาโจด,14.6624412,99.342529,70,https://drive.google.com/file/d/1kTYQN0wsidX2l3PJAle5380jan6vdqkv/view?usp=drive_link,,
77,องค์การบริหารส่วนตำบล,ท่ากระดาน,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,"5,433.00",2568,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลท่ากระดาน,14.445444,99.1306667,50,,,https://drive.google.com/file/d/1e4MLQblo01g3JL6bTXsgcRhLMvNDO1Ks/view?usp=drive_link
78,องค์การบริหารส่วนตำบล,ปรังเผล,ปรังเผล,สังขละบุรี,กาญจนบุรี,"14,871.53",2557,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลปรังเผล,14.95368903,98.61782491,50,https://drive.google.com/file/d/1ZXv53EcgHhJeG4cSa26TscxVIM1_Ei-h/view?usp=drive_link,,
79,องค์การบริหารส่วนตำบล,ไล่โว่,ไล่โว่,สังขละบุรี,กาญจนบุรี,1.9,2554,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลไล่โว่,15.188188,98.476939,45,https://drive.google.com/file/d/1r4QC6r8YbglUOMyfL5Lp5V1NUpymXcQ9/view?usp=drive_link,,
80,องค์การบริหารส่วนตำบล,หนองลู,หนองลู,สังขละบุรี,กาญจนบุรี,"121,373.32",2557,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลหนองลู,15.196052,98.461179,75,https://drive.google.com/file/d/1-itmkrzaBRHn9KSGVYuvdhAKMRQb9E-K/view?usp=drive_link,,
81,เทศบาลตำบล,สมเด็จเจริญ,สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,"59,259.43",2549,สจป.10 ราชบุรี,เทศบาลตำบลสมเด็จเจริญ,14.7835606,99.3289267,55,,https://drive.google.com/file/d/1c_wk3hvLgg_oYSFBj6DI9Q6Mh46y1lO9/view?usp=sharing,https://drive.google.com/file/d/1OczgeAOKT4vfGyQZPdudIilBe9PBFQjC/view?usp=drive_link
82,องค์การบริหารส่วนตำบล,หนองปรือ,หนองปรือ,หนองปรือ,กาญจนบุรี,"39,597.98",2554,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลหนองปรือ,14.6621622,99.44758773,50,https://drive.google.com/file/d/1f7IAlLp-K6sYBCD8WtjE_g-fHtEL-TFi/view?usp=drive_link,,
83,เทศบาลตำบล,หนองปรือ,หนองปรือ,หนองปรือ,กาญจนบุรี,445,2568,สจป.10 ราชบุรี,เทศบาลตำบลหนองปรือ,14.63408138,99.45030212,50,https://drive.google.com/file/d/1f7IAlLp-K6sYBCD8WtjE_g-fHtEL-TFi/view?usp=drive_link,,https://drive.google.com/file/d/1eAp7IzORVqUu2BXTm6KRXaqL87ytS0oG/view?usp=drive_link
84,เทศบาลตำบล,หนองปลาไหล,หนองปลาไหล,หนองปรือ,กาญจนบุรี,"14,053.17",2550,สจป.10 ราชบุรี,เทศบาลตำบลหนองปลาไหล,14.611762,99.535543,50,,https://drive.google.com/file/d/1EgliToqGdW777Pp9TqrJJm1Fzt4d__nd/view?usp=sharing,https://drive.google.com/file/d/1E5Vryzh6m-X9DctBIBtLw-7fTTEBXoVs/view?usp=drive_link
85,องค์การบริหารส่วนตำบล,วังไผ่,วังไผ่,ห้วยกระเจา,กาญจนบุรี,"11,230.00",2568,สจป.10 ราชบุรี,องค์การบริหารส่วนตำบลวังไผ่,14.35520216,99.66393471,50,https://drive.google.com/file/d/1zVpDFXTYUUg2h9vWS51xjYlcpGZXOiMb/view?usp=drive_link,,
86,เทศบาลตำบล,ห้วยกระเจา,ห้วยกระเจา,ห้วยกระเจา,กาญจนบุรี,"2,379.00",2568,สจป.10 ราชบุรี,เทศบาลตำบลห้วยกระเจา,14.3295194,99.6684828,50,,,
87,องค์การบริหารส่วนตำบล,โคกสมบูรณ์,โคกสมบูรณ์,กมลาไสย,กาฬสินธุ์,"3,762.53",2554,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลโคกสมบูรณ์,16.37789962,103.6744621,50,,,
88,เทศบาลตำบล,กุดหว้า,กุดหว้า,กุฉินารายณ์,กาฬสินธุ์,"17,147.45",2554,สจป.7 ขอนแก่น,เทศบาลตำบลกุดหว้า,16.5174769,104.12473,50,https://drive.google.com/file/d/1djxbYbMxroEZuhrHU1wlrTdbUAw_A2EP/view?usp=drive_link,,
89,องค์การบริหารส่วนตำบล,นาโก,นาโก,กุฉินารายณ์,กาฬสินธุ์,"5,634.21",2548,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลนาโก,16.594553,104.059547,50,,https://drive.google.com/file/d/1obiiKj1ercjmmXvwrTr8Z-UL_fKBx4Zg/view?usp=sharing,https://drive.google.com/file/d/1zMq4kyvu3xjFQR_91Z60ERpawHQYAj-Q/view?usp=drive_link
90,เทศบาลตำบล,นาขาม,นาขาม,กุฉินารายณ์,กาฬสินธุ์,"11,348.07",2554,สจป.7 ขอนแก่น,เทศบาลตำบลนาขาม,16.50625309,103.9307606,50,https://drive.google.com/file/d/1CArFUYevzMW59uhTjo3DBoHhalD9mmTk/view?usp=drive_link,,
91,องค์การบริหารส่วนตำบล,หนองห้าง,หนองห้าง,กุฉินารายณ์,กาฬสินธุ์,"6,774.51",2548,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลหนองห้าง,16.5563901,104.0940742,50,,https://drive.google.com/file/d/1Nk1vkI6GxZZtDsO2fXWOzGLoBAFRyrWk/view?usp=drive_link,https://drive.google.com/file/d/1eiMnwe3Hbqn05MTi_1b_jIHZ6SznvBLb/view?usp=drive_link
92,เทศบาลตำบล,เหล่าใหญ่,เหล่าใหญ่,กุฉินารายณ์,กาฬสินธุ์,"6,555.80",2554,สจป.7 ขอนแก่น,เทศบาลตำบลเหล่าใหญ่,16.611228,104.000839,50,https://drive.google.com/file/d/1KZ40LQw0QxOLZrjJ6bf9nRi0fy4okyy0/view?usp=drive_link,,
93,องค์การบริหารส่วนตำบล,เหล่าไฮงาม,เหล่าไฮงาม,กุฉินารายณ์,กาฬสินธุ์,"2,710.26",2549,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลเหล่าไฮงาม,16.45285,104.162308,50,,https://drive.google.com/file/d/13OhIR0MIaaNFMKQGL8Zc0vtdWosK768b/view?usp=drive_link,https://drive.google.com/file/d/1Mkvz91Y6voFcTnfKo6UdE1Y-isDSc7hb/view?usp=drive_link
94,เทศบาลตำบล,กุดสิมคุ้มใหม่,กุดสิมคุ้มใหม่,เขาวง,กาฬสินธุ์,"3,295.71",2548,สจป.7 ขอนแก่น,เทศบาลตำบลกุดสิมคุ้มใหม่,16.685369,104.032839,50,,https://drive.google.com/file/d/1qPQ2x7po49uJCsjq8q24zudZlqCjBxGv/view?usp=drive_link,https://drive.google.com/file/d/1LDIc6MLdShocJ3_DqYwjArLY1wF1l5SP/view?usp=drive_link
95,เทศบาลตำบล,กุดสิม,กุดสิมใหม่,เขาวง,กาฬสินธุ์,"1,285.19",2550,สจป.7 ขอนแก่น,เทศบาลตำบลกุดสิม,16.70319094,104.0880317,0,,https://drive.google.com/file/d/1Do6FD95dxExsZDb4j7r0Nzaq-MTqDFfY/view?usp=drive_link,https://drive.google.com/file/d/17iIgFz83t8gt8onEV0Cl2OGwhtsY6z_0/view?usp=drive_link
96,องค์การบริหารส่วนตำบล,คุ้มเก่า,คุ้มเก่า,เขาวง,กาฬสินธุ์,"3,153.11",2549,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลคุ้มเก่า,16.68981092,104.126959,50,,https://drive.google.com/file/d/1Epo3tlxoaou5FzO59o8pyvtI3JjyHv_k/view?usp=drive_link,
97,เทศบาลตำบล,สงเปลือย,สงเปลือย,เขาวง,กาฬสินธุ์,"1,137.77",2549,สจป.7 ขอนแก่น,เทศบาลตำบลสงเปลือย,16.629572,103.780564,45,,https://drive.google.com/file/d/1S37jOqIPzFNXAvYMMHbMKHDjuJI85VCQ/view?usp=sharing,
98,องค์การบริหารส่วนตำบล,หนองผือ,หนองผือ,เขาวง,กาฬสินธุ์,"5,964.99",2548,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลหนองผือ,16.7328598,104.0900573,50,,https://drive.google.com/file/d/1RaTKfeh_GHrPACj6tT12R5pIEYzFfeKf/view?usp=sharing,https://drive.google.com/file/d/1Y0i6IKwoh6ssK0K-X_DmpT6fX-xQUNf_/view?usp=drive_link
99,องค์การบริหารส่วนตำบล,ดินจี่,ดินจี่,คำม่วง,กาฬสินธุ์,"3,794.24",2549,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลดินจี่,16.91756695,103.682785,50,,https://drive.google.com/file/d/13UmcuWzVh_soNiIt0FibEkgy9NnQ0NX4/view?usp=drive_link,https://drive.google.com/file/d/1IRgMHm1OTSfkundCT6gDaP87wBvUMpGK/view?usp=drive_link
100,เทศบาลตำบล,นาทัน,นาทัน,คำม่วง,กาฬสินธุ์,"40,780.16",2549,สจป.7 ขอนแก่น,เทศบาลตำบลนาทัน,16.96934442,103.6232936,50,,https://drive.google.com/file/d/1yeU83GdZAz9j1SSL1M5vkbrbuCE_oaOc/view?usp=drive_link,https://drive.google.com/file/d/1f_lbtgl1ChEDoJ9ES0A2lbpbFBv_R3SS/view?usp=drive_link
101,องค์การบริหารส่วนตำบล,ดงพยุง,ดงพยุง,ดอนจาน,กาฬสินธุ์,"11,040.44",2548,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลดงพยุง,16.54143036,103.6786652,45,,https://drive.google.com/file/d/1yVATfIBUEaZekkCRImFO-MUQO_R9PVsZ/view?usp=drive_link,https://drive.google.com/file/d/1HFDEqWeM2555h09FE40f66Tz6nxmLqdR/view?usp=drive_link
102,เทศบาลตำบล,ดอนจาน,ดอนจาน,ดอนจาน,กาฬสินธุ์,"3,955.83",2548,สจป.7 ขอนแก่น,เทศบาลตำบลดอนจาน,16.425828,103.678553,50,,https://drive.google.com/file/d/1pVQHRH14n7SmehHNvGZ4wJtWMdmoA1IQ/view?usp=drive_link,https://drive.google.com/file/d/1Whamj03rfMQVHU3CdMn602LP5GH_LPHG/view?usp=drive_link
103,องค์การบริหารส่วนตำบล,นาจำปา,นาจำปา,ดอนจาน,กาฬสินธุ์,"7,308.49",2548,สจป.7 ขอนแก่น,องค์การบริหารส่วนตำบลนาจำปา,16.47872396,103.7215483,0,,https://drive.google.com/file/d/1h_SKbZlhPlTui6iAH1stYcOSyBqCwHrW/view?usp=drive_link,https://drive.google.com/file/d/1iqi6HK3hq_aAIE-quazIwkG2m88k4iyh/view?usp=drive_link
104,เทศบาลตำบล,ม่วงนา,ม่วงนา,ดอนจาน,กาฬสินธุ์,141.07,2548,สจป.7 ขอนแก่น,เทศบาลตำบลม่วงนา,16.477144,103.655097,45,,https://drive.google.com/file/d/12a92QIisFu5Y5pjbEUl8bOFUERDZ2iXz/view?usp=drive_link,https://drive.google.com/file/d/16beVv7QUqUPS9E6_xUlgEQI8MMoNYJsd/view?usp=drive_link
